Id,Review,Label
3456,"Interesting content, but sooo slow. 20 minutes long videos could have been done in 5 minutes. Moreover, the teacher's voice and tone did nothing to make the content live.",2
3523,"This course covers the basic ground about approximation algorithms and would be very valuable for a practitioner, but seems designed for people who already know the materials and is more theoretical than applied.Lectures are very abstract --with a description of the problem and a formal description of the solution--, there are few examples with step-by-step tracing of algorithms --that is how the algorithm actually works to solve the problem--, and a significant amount of expertise is assumed --so much so, that you wouldn't need this course. For example, there are questions about ""approximation ratio"", but it is not explained. This seems like something that is inherent to approximation algorithms, but is only asked in the exams/project, and is not even mentioned in the lectures. Similar issues abound around the course.",2
3541,"This course covers challenging technical topics and I appreciate that the effort that went into making it. That said I have serious concerns about the quality of execution for Part II of the course, which was much inferior to part I of the course.In general, the lectures themselves were up to the quality of part I and are well done. In many cases, the practice quizzes were less helpful. Including one sequence where each quiz extended the previous one but if you there was no way to learn from your errors, especially an error in the first quiz.For the peer graded assignments, there was one answer field for multiple questions, rather than one per question. Worse, the answers often required equations and LaTex math was not available. The only solution was to put the answers in a document on a cloud drive like Google Drive and paste a link in. Finally, for the peer review you could just mark questions correct or wrong with no way to provide private feedback on what was lacking in a response. Furthermore, doing the peer review was purely optional and the results were not actually scored. (Part 1 was similar, but it was possible to upload the document to Coursera directly and peer review was a required part of the course, resulting in a grade.) Either there are serious limitations with this iteration of the Coursera platform or the course authors did not understand how to properly implement this.Finally, in the session I took their was no active Teaching Assistance presence. There were no responses to student questions nor concerns that were raised about typos and possible errors in the quizzes and problem assignments. Either the course should not have been offered if no TA support was available or there should have been some notification in syllabus that this session would only have peer assistance with no support from the course staff.",2
3609,Dijkstra and A star algorithms courses are a bit short,2
3639,"The course is really way to easy. It could be done all in one day, definitely not worth 80$.",2
3654,"Interesting things about graph algos, but I think the content should be more challengingEspecially the last two weeks, a quick quizz and a free assignment the automatically give full grade whatever the content",2
3843,"Not a bad introduction, but if you already know a bit about programming you can get the same basics and learn more quickly with a book.",2
3883,Too simple and lack of practice exercises!,2
3950,"This course barely touches C programming. While explanatory about the Arduino functions and structure, It should have been spread into more weeks so that it could cover more.",2
4082,"The contents of the course are interesting however it is a shame that you can only access the quiz portion and assesments if you pay for the certificate. Same with the materials, it would be great if the readings and the suggested bibliography details could be downloaded.",2
4089,I have not been satisfied with the theoretical content,2
4168,"Lacking in content. The OOP portion of the final project was poorly constructed. The instructions were unclear and the exercise seemed futile. We took a data set and further complicated it by abstracting into various object classes. I think a better example could be used. Since there are already plenty of ways to do the things our objects were tasked with it seemed like a futile exercise. I think a different type of real world object should be used, perhaps one that is not easily stored in a data frame.",2
4169,"This courses touches many interesing aspects about R programming but I did not like the structure , it does not seem to me that it adequates its difficulty coming from ""The R programming enviornment"".Also I miss some swirl lessons for many of the readings from the book. There are not too many help from the mentors and the peer assigment in week 4 took me too much time and had to consult a lot of external resources. Readings in general are OK but too simple.I have learnt many things but",2
4231,Not quite the excel actually relevant to industrial requirements. had to leave the course mid way.There are better Excel DA courses out there. Concept presentation was good though.,2
4233,"The course was a bit disappointing. We didn't cover enough advanced Excel functionalities, opting instead to focus on 2 statistical models (Binary Classification and Linear Regression). Having a BSc in Economics, the Linear Regression tutorials and quizzes seemed infantile, while the Binary Classification tutorials proved to be too vague, when we actually had to apply this knowledge on the final project. In retrospect, I regret not starting to work on the final week's material right from the start, which resulted in having to switch session multiple times in order to finish the course. Even if I had done so, though, it wouldn't have made up for the vague instructions in the quizzes and assignment of the final week that made feel at a loss, until I asked for help in the forums. All in all, this course need some serious re-working, in terms of how the material is presented and how the assignments are phrased.",2
4235,"Final project almost impossible to do with material taught. Also, each lecture comes with an additional spreadsheet that needs to be studied. Material taught doesn't match material tested.",2
4250,All theory. Quizzes you were left with the task of answering questions based on models never seen or explained spent most time trying to make sense of them. Final project is almost a joke to try and decipher how to create from scratch based on the ones they provided in the quizzes. Its not a joke but it is very difficult when the actual excel and model making isnt part of the lectures.,2
4263,"Course did not meet any of the expectations. Neither Excel nor the analysis part. Should have focused on one of the aspects to make it more stronger. In my opinion ""deviated"" & stressed too much on statistics and model building (regression, logistic regression etc.) but did not do justice to that also!",2
4275,"I'm here learning Excel skills, but this course, especially week 2, does not teach Excel skills.",2
4280,"It is best to have a strong statistical background before taking this course. Lots of statistical calculations and procedures. If you don't have a strong background in statistics , there is a good chance you will get lost at some point in the course. There is no questions that the instructor of this course is an accomplished mathematician, I just found it hard to follow his lectures as he got deeper into various statistical aspects of the course.",2
4289,"Very little to do with Excel, mostly focused on statistics with brief overviews of how things could be done within Excel, but very little focus on actual Excel use and knowledge.",2
4290,"This course is only supported by a course of data analytics. It should clearly state that advanced statistics is a prerequisite knowledge. I expected to learn advanced excel techniques, not to be required to know statistic models to apply.",2
4303,"I did learn a few helpful tips for analyzing data with excel - particularly how to do a regression analysis in excel which is something I didn't know and is not intuitive. But for a course that is supposed to teach you how to analyze data in excel, there are actually very few lectures that actually show you how to do anything in excel. So much time is spent on how to calculate stuff by hand, without even mentioning how it translates to excel. Also the lectures have a lot of errors that were not corrected in a professional way. Just a random slide put in as an afterthought. The lectures got a bit disorganized towards the end, like the professor was in a rush and then forgot to relate everything to actual business analysis. The final project was especially difficult as not much was explained - I had to read the forums to figure out what I was actually supposed to do.",2
4311,"This course was tough, but I dont mind a challenge. But what I found frustrating about this course was that first the quizzes were often inconsistent with the lecture material, the TA's were less helpful than my fellow classmates (without whom I would not have made it through the course) and the final was an IMMENSE challenge that took over my life for about 1 week - despite the calculation by the instructors that it would take 6-8 hours. I did give it a few stars because I honestly did learn things I did not know, and I understand the value of the application of what was taught for modern businesses. I have been informed that the course is being reviewed by the instructors for strengthening and I 100% agree with that direction.",2
4312,"Beware this course, especially if you are new to this area (despite what the course/specialization says). There are very few examples to clarify and illustrate the different topics of the course, but what's worse is that the assignments are almost completely divorced from the instructional videos; the assignments and especially the final project are much more complicated than anything presented in the instructional videos, so there is no knowledge basis from which the student can operate to complete the assignments/projects satisfactorily or smoothly.I am extremely dissatisfied and wish I hadn't paid for this specialization. Beware.",2
4317,"The title is misleading .This course has a little to do with excel , you could get some mathematical information but I do not think you will master anything",2
4318,"PROS:- Classification lecture is good;-Weekly assignments are challenging enoughCONS- No slides provided. Professor draws on an eletronic chalkboard (with a very bad handwriting) and you need to keep going back to videos when you are doing the homework. For me, this shows lack of professionalism and laziness- Some excel sheets are provided. But they are very messy and badly formatted, matching the messy handwriting in the videos. AND, the instructions are for MAC! No instructions for PC are provided whatsoever. I never used MAC, so I had a very hard time!- Very few examples real examples are provided;- You learn math concepts, not Excel skills! Except for the LINEST function, which is very handy, BUT it's NOT TAUGHT in the videos. I had to google the function to learn it.- They say to complete each piece of the final assingment after you finish the respective week related to that piece. But they only say that as you start week 6!- The course doesn't provide sufficient material for the final assignment. You get stuck without knowing how to get to answers;- Some answers to the final assignment are not correct, you check the answer sheet, and the results aren't present in the test!OVERALL:I'd never recommend this course to anyone. I only took it because I'm plannening to finish the specialization.I've taken several Online Courses (5+ on Excel), and this is the worst and most frustating one by far!",2
4338,"Constants errors in explanations, made you work very hard to complete it. We typically work hard, the organization of this course my you to suffer. You will go to learn a lot like I do. (Final Grade 91.4%). Learn in this course can be frustrating, they will push to the water, you will need to dedicate a lot of time discuss course material with fellow learners, mentors, and instructors to learn how to swim to save your life.",2
4340,Too difficult. The lessons go too fast.,2
4343,I found Week 2: Binary Classification really confusing. It was just not clear. Specifics were not given. Definitions were not given. Poorly instructed.,2
4364,I found much of this material wasn't as applicable to excel analysis as hoped and didn't cover many of the analysis tools,2
4373,This class required far too much independent study. The instructor did not provide enough instruction or reading material to complete the quiz each week. There was too much focus on the conceptual data with very little emphasis on practical application of the material.,2
4382,"I am sorry to say this, but the tutorial could have been organzied in a much more serious way.I do not know how much time the Professors have put on preparation. But it gives me a ""sloppy"" impression!!! The class carries the name of University of Duke and 70 euros are charged, so I think the learners would reasonably expect to see that the teacher puts lots of time to organize the course structure, in order to efficiently give as much as information to the learners within limited time!For example, I believe nobody would not say that the Week 2 content on confusion matrix is very consistently explained. And this is just one example.",2
4386,Week 1 a little disapointing,2
4388,This course is doable if you have prior knowledge of probability and statistics. This is not for beginners and should therefore by reclassified as intermediate and above. I am sorry I enrolled in this course. I have truly hit a brick wall and can go no further...,2
4390,This course contains too few solid content.,2
4391,This is definitely not a course for beginners .,2
4393,Does not teach Excel very well while tryng to apply the basic usage instruction to not too difficult problems. The ability to interface with Excel after some knowledge of Python/R or other programming languages would be helpful in the Data Science programming that is increasingly being promoted.,2
4394,"While the first week touched on Excel and the equations can be used in Excel and have efficacy in regards to analyzing data, it feels as if the course emphasizes more on utilizing math than utilizing Excel. And according to my understanding, that was what I thought I was signing up for. So, it felt like a bait-and-switch to me.",2
4397,To course got tougher every week while the lecture video is not cover everything.,2
4399,"In light of R or Python, doing statistical computing in excel is really time consuming and backward. The instruction might be OK, but I lost interest beginning of week 2 seeing how he build binary decision model in excel.",2
4408,"I found this course too advanced for my level of familiarity with statistics. Its true that most basic stuff is covered to be fair, but the progression is very rapid.As I work long hours and other commitments I didn't have enough time to dedicate to study beyond the time needed just for this course. If I had been able to study an extra 10 hours a week practicing using the formulas then I'm sure I would have got more out of it.",2
4414,"The content of the course was good.However, I did not like the presentation of the material, moreover such a topic would need to be covered by a longer duration course.",2
4416,"I expected far more handy real life Excel examples, not to see a teacher speaking and writing stat formulas for hours.The idea of this course is very good, it has some room for improvement.",2
4442,I feel that the course does cover adequate topic to improve our mastery of data analysis in Excel. The course is more focus on the statistic and probability theory without giving adequate explanation on how to work on Excel.,2
4464,"The lecture videos are not super helpful and the instruction and support for final project is somewhat lacking. You need a relatively solid background coming into doing the project beforehand. Just study the course material is not enough for you to complete your final project, in fact you need peer help or to read more materials to fully understand and finish the project. The quizzes compared to what is asked in the project is too simple and thus not constructive enough in the overall learning. Overall I would recommend you to have a solid background before proceed with this course if you want to improve your learning experiences.",2
4469,"Very confusing stuff, need better clarification in course description and the way the material is transmitted to the student need to be reconsideredBut very well made and interesting.",2
4472,This course is mostly theory based and certainly not what i am expected!,2
4477,"I would have liked the class to be less theoretical, with more frequent explanations linking concepts to practical applications in daily / business life, in order to keep interest and motivation high and facilitate understanding and memorisation. It sure would help to enter this course with a certain background of probability. Those memories were too ancient in my case :-(",2
4487,Content not discussed in proper detail. Instructor skims over the concepts. Its difficult to follow.,2
4488,"The content is really interesting and useful. However, the way in which the lessons are organised I'd say is confusing. The professor explain you complex concepts like entropy or binary classification to continue with an excel worksheet. It's here where the issue relays, the excel files are filled and instead of learning by doing you have to figure out how the prof made the file. In consequence, the solution is always available.In my opinion, it'd be better if a raw data set is given and you build the model step by step from the scratch.",2
4492,Videos fine. Quizes impossible to understand unless you take previous courses and have time to go through forums and more extra staff. It takes a lot of time. Not suggested unless you have it.,2
4507,"Much work needs to be done on this course to make it friendly to learners. The quizzes and assignments do not align with what is taught in the lessons. Further, the content in the lessons does not even show or explain what is expected from the learning.I spent the majority of my time exploring the discussions to discover what I was supposed to be doing and the rest of it on Google teaching myself the concepts that were not taught in the course.",2
4536,"The material is sort of interesting but there is not much hand-holding. I actually am an Excel beginner, and have merely an average grasp of mathematics. Before signing up, I read the prerequisites - there were none! It is advertised as a class for beginners, but I have found it beyond frustrating, and whats more I pre-paid for the specialization so this Excel class and the final project seem to be an utter waste of money without me going off to study Excel at length before trying the course again. Why not label it as an intermediate or higher class? I feel there should be a more obvious indication of the difficulty.",2
4542,"Too much material, that moved too fast. Wasn't opportunity for enough feedback and explanation. I say this as someone who went to Duke and has taken similar classes at Duke!",2
4546,"It has a lot of problems, including: Not so many lectures about excel itself - most of the time you will be watching videos about statistic methods. The lectures are very superficial, even though the quizzes and projects demand a lot of knowledge and time. The course seems to have a staff of one man: the professor of the course rarely replies (even though he did at the beginning of the session) and all the work seems to be done by his assistant, who tries his best, but ends up not coping with all the questions asked at the discussion forums.",2
4551,"Great idea. Unfortunately, the course is young and there were too many bugs to get past Week 2. Hopefully these will be finished my next session",2
4562,Way too many abstract concepts that are not relevant to the challenges that I encounter in my day-to-day role. I wish this course would actually show me how to solve PRACTICAL business problems.The 2nd part of the course is not enjoyable at all. Sorry.,2
4571,"So many equations presented without explaining why these things work or how they are derived. I'm having a hard time seeing the relevance. Also, I learned a lot of these statistics in college and the explanations provided in these lessons actually confused me about things I already know. Very disappointed in this course. Especially since part 1 of the specialization was so good.",2
4578,"The course name is very misleading. While overall it is not a bad course, I believe a lot of people come here expecting very different material. Let's just put it this way: Mastering Data Analysis (mostly things to do with probability) with occasional use of Excel. Do not expect to learn anything new in excel.",2
4580,"The transition is from easy to advanced. It gets really confusing, not sure if it's just me. I am not following the lessons anymore so I left the course.",2
4744,The material could be exciting but the presentation is dull. The pass mark on the quizzes is around 80%. As these courses are supposed to be for interest why do you need 80% to pass?,2
4752,The pronunciation of the lector was more than awful! His English is quite unsuitable for video lectures! It was just a torture listening to him!,2
4803,The content might be great but the teachers don't seem to enjoy presenting the course at all. They are basically reading from a script. Very monotonous atmosphere.,2
4812,"interesting content but not well presented. faculty read the script and struggled with pronunciation, fluency and generally engaging presentation. Combination of basic content on the one hand and highly specialised information / terminology without explanation on the other was not helpful to learning.",2
