Id,Review,Label
201,"I have only taken one year of accounting in high school before, but the course was really easy to comprehend and engaging!",4
202,It's a very good course.,4
206,Very useful material to financial review of cash flow statements.,4
210,It was very well done and very informational. Thanks again professors for your dedication and time to educate society!,4
215,Very informative and interactive. I like the style of Professor Bushee's classroom teaching,4
218,Good overview on Financial Analytics!,4
220,Focus of first 3 week is more of an audit analytics material. Quiz material could have been more interactive. Overall OK course.,4
222,"Interesting course. Motivating instructors. Tests were sometimes a bit too much about semantics and too little about applying knowledge in a practical way (which the course intro hinted on). But it was good value, manageable next to job and private life and fun to do. You won't regret it.",4
223,This has been a challenging course for a person that doesn't have any accounting experience,4
226,"This is an excellent course, especially for someone with near zero knowledge of financial statements and their analysis. The concepts are clearly presented, with interesting details and supporting examples of their use. The inane comments by cartoon characters using poorly simulated accents is only mildly irritating.",4
234,"The contrast of provided material is quite huge. In first for weeks all the analytics are explained and decisions are shown, in the last week only principles and overall concepts are introduced.",4
235,"I have many hours of undergraduate accounting and finance course work under my belt and this class gives you a tremendous overview of financial statement analysis. The only disadvantage is that the professor creates the workbooks for you and you only have to answer conceptual questions. While this would be great for some, I was hoping for some more hands on work to practice.",4
238,Very insightful topic! A good overview of the use of analytics in accounting!,4
244,Excellent thoughts and concepts presented.,4
247,"Rather robust material with strong focus on ""deceptive"" practice detection. A lot of ratio analyses, each with its own moniker which I found tedious. Informative and confirmed that I don't have the ""accountant gene"".",4
256,"The course and the instructor are great, but a missed some referenced material.",4
257,Thanks to the Professor Brian Bushee for the good explanations. I learned a lot. I find the module 4 so difficult for me. The Prof Christopher Ittner is speaking like CNN journalist and not easy for a non native US or English speaker like me to follow.,4
261,Very good course well presented especially as the topic can be fairly complex.,4
262,Week 4 was the best and the more appropiate for the specialization.,4
265,"There was a gap between the prerequisites mentioned on the course details and those stated by Prof. Bushee during the lectures. As such, I found this course a bit harder due to tons of new terminologies in accounting.",4
270,"Really useful course, concise and resourceful",4
277,Content very clear and explained by the professors.,4
278,Brain Bushee's videos are really impressive. Some areas are too technical for a beginner to understand. The rest of the material provide good understanding...,4
283,"Bushee was fantastic! Ittner was fine, but not as entertaining as Bushee.",4
285,"I loved the Accounting part of the course. It was quite hard for me (non-accounting person), however I really enjoyed the form of the lectures and the content itself (the earnings management + its revealing). Great materials Professor Bushee!",4
286,the Best cour and the Best sitetanks,4
287,"I bit too complicated, as a lot of material placed within 4 weeks of ~15min videos.",4
297,"This was a good course, no doubt about it. But i felt, that the subject needed more depth that the course framework allowed. I would have liked if it had a part 2 for this course for people who wanted to go little more hands-on in this subject.",4
300,Very well thought out. Many useful and applicable techniques provided that can be put to work immediately.,4
305,"really informative, original and useful!",4
306,This course provides a deeper insight into financial and nonfinancial performance on a pragmatic basis. However the course itself is really brief and the exercises cannot thoroughly provide reliable measure of the understanding of the lectures.,4
308,Definitely good course for those working in either accounting or analytics. It gave me new ideas on how to apply analytical methods. Interesting examples on how to identify number management and how analytics can help to set up non-financial metrics that drive financial outcomes.,4
309,Insightful,4
318,Good course if you are a beginner. Analytics is only 1 module (#3) and it is a good one.,4
329,"A little tough sometimes, but very instructive",4
330,"This is my feedback as a Beta-Tester for the course:Week 1I thought that the videos were clear, well organized and flowed well from topic to topic. There was a clear logic as the professor developed the various ratios.What was missing for me was some in-line quizzes. Not the “tell me what I just told you type” but rather ones that make you think. So, for example, in the final video for Week 1, the optional video, instead of just suggesting that the students “play” with the spreadsheet, I think it would be better to give them an actual task or two… “change the assumption about X to <this value>. What is the impact on the Y ratio? Why?” I liked that he showed what numbers needed to be changed to make the share valuation closer to $55. But rather than just telling us the answer, this would be another opportunity to have the students stop the video and go try it themselves. With a specific task, it is likely that more students will go and work with the spreadsheet. This is where the real learning takes place.One of the things that I really liked about the design of prior courses by Professor Bushee was the fact that he had examples throughout the videos that had you apply the information right away. But, perhaps this is just me. I know that I learn a lot better by doing rather than just watching the videos and going “yeah… that makes sense. I understand…” I also recognize that some students, in past courses, have probably said they don’t find the in-line quizzes valuable. But, is that a reflection of the value of in-line quizzes as a whole or just in-line quizzes that simply require “parroting” something said in the video.I’m sure that the professor can come up with lots of examples. In Week 1 Video 1 the in-line quiz might provide some numbers for De-levered Net Income, Sales, Average Total Assets and Average Shareholder’s Equity and asking for the results of each of the ratios in the Dupont Analysis. And maybe a “think about what this means” type question that is not necessarily “marked” but for which an answer is provided in the video. Alternatively, he could have the students change some specific things in the Woof Junction spreadsheet and indicate what impact that has on the ratios and why.Week 1 Video 2 offers lots of similar opportunities with the Profitability and Turnover Ratios. Perhaps requiring the students to work backwards from a specific ratio to determine gross profit would be effective. Or, perhaps a question that relates strategy specifically to the ratios. For example, what would happen to the Gross Margin if Woof introduced a credit card and days receivable increased to 31.6 in 2015? Just something to engage people with the materials.All of the videos offer similar opportunities and I think having specific problems or questions will enhance the learning experience rather than just suggesting that they “go look at the spreadsheet”. The audience for these courses tends to be quite a bit different from your average upper tier university student and probably needs a bit more “hand holding” and “direction” in order to be successful.Also, if Professor Bushee expects students will watch the optional videos anyway, why make them optional? In the case of the Valuation Video, despite some of the mathematics being a little “scary” for some students, I think that the information there is really useful and helps to solidify an understanding of the spreadsheet.I’m wondering if an in-quiz question would be helpful. Perhaps it might provide a new set of financials for Woof Junction and ask for ratio calculation and what that means in terms of their position in the marketplace or something similar. Just some practice questions to get people working with the information.Same comments basically apply for the remainder of the weeks. I think that it would help the students to have some in-line quizzes – this not only breaks up the longer videos and helps to keep students focused but also provides a reinforcement of key concepts.I really liked the quiz for Week 1 even though I struggled with the questions where there are multiple correct responses. The quiz effectively reinforces the information covered very well and requires one to think about what was covered in the lectures.You may want to remind students that the questions may change from quiz to quiz. In many of these on-demand courses, the quiz questions do not change and students may be in the habit of not rereading the questions they have gotten correct on previous attempts.Week 2 – Revenue After Cash Collection at 7:39 – talking about Days Unearned Revenue and mentions that an “increase means slower future recognition”. A bit more explanation around what that means would be useful.Week 3 – no particular additional comments on the lectures other than some in-line questions might be good.. I found Benford’s Law really interesting.Week 4. It would be really nice to have something to break up the lectures – some in-line quiz questions might help. This would also help to reinforce the material.Week 4 quiz Question 9 -, the double negative wording of the question and the correct response may cause confusion for students – particularly for those for whom English is not their native language.Overall CommentsI enjoyed the course and learned a lot. I was wondering whether it would be possible to provide a summary document with all the key information from each week related to the ratio calculations and the key things to look for related to those ratios. I know that the ratios are provided in the spreadsheet but it might be good to have a written summary with some supplemental information about how to use the ratios.I think in-line quizzes or practice questions would be helpful for students – perhaps ones that asked students to do specific things in the spreadsheet and come back with an answer. They don’t need to be long or complicated – just something that gets people into the spreadsheets and working with them early. You may want to do something stronger to encourage them to “play” with the spreadsheet. Many will feel reluctant to change the numbers in the spreadsheet for fear of “messing” it up. Perhaps a reminder that they can change whatever they want because if they mess something up they can always download it again. Or they can save a copy and play in that leaving the original untouched.It also might be a good idea to have a “playground” sheet where there is a simple set of Financial Statements and the students can try changing things in the financial statements and see the impact on the key ratios without having to move from one spreadsheet to another – so, a combination of the Original tab and the first two columns of the Ratios tab. You might even want to have two columns for the ratios – one for the ratios with the original numbers that does not change (fixed values) and one for the changed numbers, so students can see the effect of the changes easily.In terms of the spreadsheets, I thought that the Original, the Ratios and the CommonSize tabs were fairly straight forward and relatively easy to understand. That may not be the case for people less familiar with MS-EXCEL but I don’t know what the target audience is for this course so the students may all be proficient with the tool. On the Valuation tab, I was wondering if the numbers in Row 41 should be highlighted in some way to emphasize that they are Years. That is not clear on first glance.There are a lot of mistakes in the subtitles. I pointed out many of these by flagging the specific videos where they occurred.Thank you for the opportunity to participate in the beta-test of this course. I hope that my comments are helpful and that I have not missed too much that causes students issues as the course goes live.",4
338,"The problems are really challenging, thank you! However, the instructor is not very active in the discussion forum, which is a pity when you really need help and get stucked in the problem set.",4
348,Offers a nice introduction to Ableton and its Usage. However it would have been lovely if this was a longer course.. Loved the way of instructions and the topics covered.,4
350,Really useful for beginners!!,4
353,"Good as a introduction, but there was only a few people on blend so it was hard to earn their votes, hope there will apear some intermediate or advanced courses.",4
359,"Great introduction to Ableton. If you love music, this can change the way you create sounds, melodies, rhythms,...",4
360,If only it was a week longer.,4
362,"A very good course for getting a quick and effective introduction to one of the coolest DAWs around! Barra has explained everything nicely, and in an easy to grasp manner. Go ahead if you're looking for digital music production even remotely!",4
363,Perfect Starting point to Ableton Live!!!,4
368,"Excellent experience. Material, instructor and pace of the course were really good.",4
372,"Gives a soft view and precise information about what to do and how to do in Live.If you are looking for some input to start recording yourself or to start creating any kind of music, i strongly recommend this!",4
374,Great for getting me started. I feel much more confident in navigating my way around the Ableton workspace. Using blend has opened me up to some wonderful ideas and opportunities :),4
383,Very helpful in acquiring necessary knowledge about Live. I would recommend this course to several others like me interested to get their hands on Ableton.,4
387,Good course . A must take for beginners !,4
403,"While I did not have time to complete the final assignment I did find this course useful for creating a firmer understanding of Ableton Live. The peer review process is a great idea and something which I found to be both engaging and useful for networking with fellow artists.The content of the course I feel is probably useful to someone with no prior knowledge of DAWs, but this is not my first DAW. As such the course felt a little slow and the assignments a little unchallenging. Personally my peer review experience ranged from listening to fully fleshed out ideas to listening to uninspired loops of nonsense. I still feel as though I benefited from the process, however, and I gained an invaluable resource in Blend.I would love a next level - fleshing out some of the ideas touched on throughout the course, as well as exploring other ideas such as sidechaining.",4
407,it's a great introduction to ableton but nothing more,4
409,"Learned a lot. Got me started and using the program, and making music.",4
417,Really good resource for anyone wanting to learn the basics of a super flexible software.,4
437,Very good instructions of the teacher!,4
438,"Very good introduction to this software, teatcher is great and very easy to understand. I have learned a lot of good stuffs such as how to warp audio, convert audio to midi and so on... I was used to work on cubase and I have discovered the specifities and the advantages of Live.Moreover thanks to the assignment objectives I had to force myself to be creative and It was a great feelig.Thanks for this course :)",4
452,Good information!,4
454,"work motivational, very clear, well structured on a steady groove ... excellent!",4
457,Very interesting.,4
460,Great Introduction into the program....a quick look. I felt the tutorial in the program covered a lot and most of the info here can be found on youtube. Although you don't get a certificate for watching youtube,4
461,It is very nice for people are starting with abletobn program,4
465,"Great course, I just wanted it to be more thorough :) But for beginners like me, it really helped a lot! Thank you!",4
474,Great intro. Really gave me confidence with the DAW.,4
480,Great course. Got me started off with Ableton live. :),4
481,"It was fun. Have peer review is helpful. However, it was mainly one time comment. It would be great to start conversation and interaction among course takers.",4
487,"Thank you so much Jeff, iy was usefull course, i think it needs to extend the material and learning's period.Thank you so much!!!",4
489,i had a great knowledge !thanks for offering this course i don't have such course in india .,4
496,"The course was enjoyable for the most partand I increased my skill level. The videos, for the most part, were good. However, consider revising some of the one for Fusion to include demonstrations for the sweep, loft, and revolve tools in the Sculpt mode if they are to be included in assignments. These were not as intuitive as the others and required reliance on videos found on Autodesk as well as Youtube. Additionally, it would be helpful to slow the pace in illustrating ""how-to"" in the videos. There seemed to be steps omitted and I found it difficult at times to reconstruct all the steps. Finally, I noticed that staff/mentor help was not readily available for weeks, when participants posted queries in the forum.",4
504,"The bi-weekly assignments mixed with the bi-weekly lessons is a really great course structure. The audio on some of the videos interviews can be poor, and I wish some lectures, especially the last one were more in depth, but over all great course with a good pace.",4
509,I'm so glad Leiden University is working with Coursera. Such a great course!,4
516,A good refresher in abdominal anatomy. Though with some negatives. The accent was difficult to understand at first. Most of the course content is for beginners in undergraduate level. Yet it is still good.,4
534,"The course itself is 10 out of 10: overwhelmingly informative, presented in a totally engaging manner, lots and lots of visual aids. Fly in the ointment: teaching assistants (called mentors here) apparently have come from very different (including hierarchical) societies and learners are required to take the mentors' diversified background and attitude into consideration. Not vice versa.",4
537,"Nice course, a difficult one but very challengeable. Nice structure and easy to understand.I wanted to refresh my knowledge in anatomy and in such gained a whole lot more in return.Thanks to the Professors for their time and effort in making this MOOC.Very pleased.",4
538,"Not meant for learners new to the medical field. Despite the challenges, the material is very fascinating and anyone interested in anatomy will learn something. The course utilizes outside research. I might enjoy the whole course experience more if the design were not so technical. I do, however, appreciate the challenge and seriousness of the topic.",4
553,"A course offering very accessible, clear introduction to the concept of programming seen as a network of algorithms, supplanted with a myriad of real-life examples. It then introduced a comely intuitive software, developed by MIT - Scratch, which enables you to practically start creating animations and thus programming. Even though i'm not a fluent hispano-hablante, just the knowledge of English and some classical culture should make it possible for you to follow. At the same time, should that be too complicated, there should be subtitles/English language version to all the videos and of all other materials. Have NOT tried that though.",4
565,"Very interesting, well- explained, and practical course. Unfortunately you need the Excel 2013 professional to complete it and make the most of it.",4
578,"Very good overview and practical exercises to keep learners focus. Exercises can be very technical, get ready to spend more time on it.",4
581,"There are some excellent tools covered in this course. It is advanced level learning of Excel. There were a few glitches in the program. There was missing content at times. Overall, I was impressed with what the course covered.",4
596,"Good content but the Chinese translation is bad, which makes quiz quite obscure in meaning",4
600,The course is more about business competitive strategy and there are lots of live examples. Thumb up!,4
604,The research needs like six months,4
612,"Jefferson is a fascinating, controversial, brilliant, and hugely important figure - unquestionably a ""Founding Father"", if you will - in our nation's history. Professor Onuf brings to light the key aspects of Jefferson's thinking, work and accomplishments, prompting this course participant to want to further explore all that he did, the challenges, and especially the people, who he was up against, his relationship with Sally Hemings and how that influenced his views regarding slavery, and much more.",4
617,"My only recommendation would be to add more photos, maps, illustrations, etc to the lectures, instead of twenty minutes of the camera pointed at the professor. It would help keep the attention of the viewer, in my opinion.",4
618,The course is really nicely done. Also for non-americans it is interesting even though a lot of background knowledge might be missing. But you have to be aware it is really more focused on the ideas of Jefferson and less on all the discussions and fights he had with his fellow statesmen at that time. I would have wished to learn also more about those.,4
625,I loved the tour of the campus. It fit the material and made it seem more like a college setting than watching lectures on a screen in a class room all the time.,4
638,"A very enjoyable course, albeit with a few instances of leftward political leaning.",4
645,Useful orientation for a good American who more or less slept through all of his American hx courses in his callow youth. I have a much better sense of the important (if controversal) role Jefferson played in forming the values and structure of the US.,4
649,"Lots of well structured content, easy to follow and informative. You know it's the tip of a large iceberg, so it's a very good way to start and let you wanting for more.",4
662,It is excellent course in terms of the knowledge that I gain. However the multiple choice questions are a little bit default to understand. It is look like that you are examining our English skill :),4
669,"Great examples used in course videos. The Course Notes might be a worked on a bit more in terms of models and examples, but they are quite extensive and an invaluable resource. Teaching staff is quick to respond to forum questions, which is great!",4
672,great course,4
675,I think some estimation methods are not really realistic,4
679,"My least favorite part of the course, but it was still put together well. Content just isn't as interesting as the rest of the specialization. Felt a bit too ""Project Manager' instead of the Product Manager.",4
680,It's very usefull course,4
683,"Some part of learning material not concern to agile planning, for exampe absolutly not mentioned kanban planing.",4
687,Good Course.,4
690,"I am Krishna Kant Kumar, working as a software quality analyst.Through this course, I learnt, how to estimate an iteration or doing an estimation of project.",4
692,"Not the best, but if you are a newbie in management field you can find valuable information inside.",4
694,Room for improvement:-Case studies-More Assignment,4
697,"Very useful to know different tecniques for software project/productplanning. Although some of those tecniques are (in my opinion) notvery relevant in an Agile environment (like work breakdown structures,pert or gant charts) the course is good to learn how to use those toolsand also to ask ourselves whether or not they are actually relevant or useful if we follow the Agile approach.",4
700,"Really nice course. I was expecting a little more depth, but I really enjoyed the approach they took and their assignments.",4
704,"This course has the minimal information than its brother courses, you may need to add more details focus on the planning more and give more assignment if applicable.",4
707,Nice course. Decent content and always well-structured lectures. The peer assignments could have been better though.,4
728,I like Prof. Tobias Kretschmer way to communicate the course and explain the contents in practical and well organized way. The course is very useful for my work.,4
732,Course and examples are generally good. In rare instances the quiz has answers it labells 'correct' which I think could be debated.,4
733,Interesting course. Valuable insights into network effects.,4
740,Very interesting and full of real case study.,4
747,nice one to get into the strategy of any kind of the competionsyou could pass it even if you didn't go through the Part1anyhow it will be more then useful to understand the basis,4
758,"content was not as interesting as in the first course, but still good overall. Questions were also less analytical challenging as the first course. But I still enjoyed the course as the professor was explaining the subject clearly and the videos were compact and enjoyable.",4
760,Fascinating material. Thanks again!,4
763,"Varied and well-explained that held my interest throughout. My only criticism is the English in some of the written quizzes, especially in the final exam, needs reviewing by native speaker as some of the answers are ambiguous when they do not properly explain the context of the situation.",4
768,"One suggestion would be lest multiple option answers, but the course was challenging enough to learn valuable information.",4
769,Very useful course and extremely well presented. Would recommend it.,4
771,"Very good course, but it is not ""advanced strategy"".",4
772,Very informative and I learned a lot,4
776,"It was a great course, however some of the quiz answers are debatable",4
778,"Material was tough, some of the questions weren't easy to understand / process. But overall a great class.",4
780,"While the course was overall well developed, there are certain language challenges to overcome especially with understanding the wording of quizzes. I got a number of questions wrong simply because I could not understand the phrasing, and lack of explanations on quizzes makes for a lot of difficulty to evaluate progress. And I get the reason for not including answer explanations, at the same time I'm literally comparing answers to the module transcripts and could not possibly infer multiple choice answers based off how the topic was explained. I would suggest more definitive questions and reduce multiple choice questions or at least define the question in a more narrow, specified manner to minimize confusion. I'm taking this course for fun, I have an MBA and love strategy, so the topics are not new by any means, but if I can't understand what you're trying to say I would imagine non-business backgrounds would find the questions very difficult.",4
785,very Insightful,4
798,You need to check out his course.,4
821,well explained informative course,4
828,"This was a great class for review of what I learned years ago. I only wish I could have participated in the assignments w/o purchasing the class, as I have been able to in all of my other classes. But, I loved the class and would recommend it.",4
829,"Fantastic! Good work that the teacher can compact the course section to less than 10-minute videos each week, and it is clear. Easy to grasp . . . help a lot for my initial study! MLA format and work cited page are great too . . . thanks!",4
830,It was really useful. From now on I will start applying everything I've learn in my collage tasks.,4
846,It would be extremely useful to me as it is teaching me techniques to write advanced-level essays.,4
848,great course thnx,4
850,I have learnt so much for doing this course. I have recommended the course to friends and families.,4
859,"At this point, I think that the course is good, however there should be more reviews. Three reviews of people who is also learning is not enough, in my opinion. I have received some comments like 'some sentences are not good'. Which tells me absolutely nothing. I think people should be encouraged to exemplify what they mean ,to take the sentences that they believe that are wrong, and extend why.For the rest, the course is very good.",4
862,nice things to do and good examples.,4
869,Very good Course!! Thank You.,4
875,"The course presented a lot of interesting, fascinating information. I especially liked the first female lecturer. However, there were some problems with downloading the course slide presentations and questions were never answered in the forum discussion groups. In addition, the second lecturer, although very interesting, often did not talk about the material that was presented on exams. I also think integrating a lot more animation to describe different processes would be effective so that students can visualise the content.",4
882,Fascinating course but a little too much math for my taste.,4
886,"I find this to be a very nice and stimulating course. The teachers are enthusiastic and entertaining. The course material (slides, quizzes, captions) needs to be polished, but the general organization of the course is logical, clear, and systematic. The course presents an experimentalist's view of the subject, which I find very good considering that much related Coursera material is quite theoretical. There are plenty of historical notes and introductions of general neurobiology research viewpoints (don't miss the excellent bonus material interviews!). In particular, I enjoyed the ""cherry picking"" metaphor. Some students have had problems with the instructors' accent, but perhaps because English is not my first language, this has not been a problem for me at all. I'm looking forward to part two of the course!",4
900,"The applications were too time consuming. Please consider adding a tool that makes graphing easier. The course itself was very good and engaging and without us knowing it, would teach core fundamentals of computing through the coding exercises.",4
904,"Project is interesting, bu the video lecture is kind of repetitive and does not cover much",4
906,"I found the material of this course to be very enlightening, it's not too difficult if you have the appropriate background. However, it will take a decent amount of time to fully complete. As part of the specialization, all of the skills I've learned were consolidated and put to an interesting use with this class.",4
907,"The lectures will not get you near the understanding you'll need to complete the assignments. though the resources will.The application is great, and hard so you'll actually have to understand the material.You have been warned, this course is very different to the other courses in the specialization!",4
915,seemed kind of dumb at first but got better,4
917,"Helpful on a knowing america through other country's eye. However, I think the course would be more interesting if if could include more discussion about how all those country and US view each other now instead of focusing much of its content on history.",4
923,"I'm 29 years old, Staff/teacher of Add to dictionary University, Lao PDR, Professional Affiliation is Livestock and Animal help care Unit Service, Technical ISU, teaching And Researcher Unit of Animal science, Faculty of Agriculture and Environment, Savannaket University, Lao PDRDetail about me : https://livestockevolutionweb.wordpress.com/The basic on my particular subject is focusing The Livestock Management to Produced to merchandise and Marketing management planning in regional. But, the knowledge - my skills is a difference with academics general. Whether the knowledge - skills on the improve and development livestock with diversify, veterinary , can work with people or farmers in locally is very well, knowledge - skills about design model on research Both on the scientific social and experiment, writing research proposal, Research issue ...So, the based on fact of my origin, is come from families with relatively poor of status since Congenital up to currently. Limit of money is as the key factor to my work and deprived to study on higher degree. So, I have to learn for experience by own throughout. And also, I’m built many activities focus Agriculture production sure: rice growing along with livestock for food security and Extra Income for my family. Over the past, on my life Is as normally will have to the faces with the actual fight with challenge on production agriculture in every day. The mainly is: deteriorating on the abundance of natural resources and the Influence competition on market system including a wide open on the system of global trade liberalization of worldwide Become a channel for integration markets system on international level come in to regional the easier. Which is cannot avoid the chance to variability in terms of Popularity, distinguish grade of production and pressure on price of product. Has not balance between Price yielded and cost on productivity. Therefore, I’m try to learn and experience by my selves throughout Can find something to helpful on reduction the cost on my productivity and help to increase the effective on my production processing focus livestock. And can discover Some methods to evolution my livestock Process become as the Producing to Sales in current. The following is:1) I’m can design and constructing the Incubators hatchery 3 models, in each3 models has 4 sizes(The mean as to chicken (low price and high Quality).2) I’m can Creating new feed for chicken, duct and quail Recipes 3 by utilization mulberry fruit enzyme Microorganism extract (Probiotic) income on fermentation processing of cassava with Cassava leaf sundry. Become to ingredient in feed its can help to low cost 2/5 of Feed concentrate price. But efficiency neighborhoods with general of concentrations.3) I’m can creating new supplement for Ruminant by utilization Probiotic fermentation’s cassava with Cassava leaf sundry (+Urea 1%) Building Supplements for ruminant focus for helps to keep weight during on dry season and help to in cases the effective on use nutrition in rice straw of cattleIn each discover, an as the physical on innovative are created from the livestock system in my family to oriented on basic structure of activity from step by step, with the integration among theory - scientific principles to as the concept on under the base of conditions and potentially exiting to evaluate on probability along with the consider from the capacity on use and mean balance of cost production per products prices to as the indicator on efficient of providing productive per time on production process. The result from such innovative of discover is good. And in current have many families of population and smallholder in community using my Idea and my product to improve the animal production system of them. However, It is only applied to the personal relationship nature in Narrow. There are don’t have to publish official In the wide rings. My degree in current It’s still as key to limit on the Confidence From various organizations In both government and private, which created Inside and outside the country including international level.",4
928,NIce course got a brief idea about agriculture by one of the renowned teacher David Pannell sir,4
936,"I am much excited to partake in this course and it has really improved my worth. i strongly recommend it everyone. A very big THANK YOU to the coursera team for such an initiative and also to the Agriculture faculty of university of western of western Australia for such a partnership. i am very grateful, looking forward to work with you. BRAVO!!!",4
940,Pretty Good Course,4
943,The course was amazing i learned a lot of new things . if someone responding to these review i want to add something . In final quiz i did not find proper result . Which question i marked wrong and which one right . So please solve this problem.,4
946,As someone with only (UK) high school level maths I just about managed to follow this. I am still confused by logarithms. I guess I should go and read the maths for computer science resource.,4
949,Sometimes too much mathematics.,4
960,I would really love to take this course as I m currently a computer science and thanks for granting me this course Yuhuuuuu!,4
963,Great course but audio and video are terribly out of sync.,4
981,"I would recommend this course to anyone who has some experience with coding, but has not taken an algorithm course. I particularly like this course because it is more ""math-heavy"" than some of the other courses. After taking this course, you might not be able to solve all Leetcode problems (so probably will not help with your interviews directly), but from an intellectual point of view, I think the instructor does a good job explaining why people care about algorithms and how to analyze a class of algorithms rigorously.",4
991,Great,4
994,The unique value of taking the course: read and think through the material with guidance and completing its assignments is the efficiency by saving all the search cost would I collect on my own the good and succinct presentation of the knowledge and exercises with solutions (at least correctness checks.) The entire detail of an algorithm is hard to keep afresh in memory and one needs to refresh it from time to time. It is very cost-effective to take a course like this to accelerate the refresh.,4
1003,"Great course to improve your skills on Algorithms, Space and Time complexities",4
1005,Needs hands-on experience with high-school probability to help crack the exams,4
1027,Good learning,4
1029,The material was a little light and far fewer video quiz questions to test our understanding of the material. I also tried to test myself on BFS and DFS by doing online quizzes like geeksforgeeks - bombed really hard.,4
1040,Many of the weeks' videos were out of order.,4
1044,if u do those math it will definitely help u to be advance,4
1045,It's a very nice course if you're doing some refreshing of college chemistry.,4
1048,Great!,4
1049,"Excellent course, very challenging, instructors take the time to explain the work very well.My only suggestion would be that week four be split into two more manageable sections, as it was quite large and there were many different topics covered. As aqueous equilibria are not my strong suit, it was a lot to take in",4
